subject_key,subject_name,concept,semantic_type,strategy_type,quality,latest_stock_trade_date,latest_leaderboard_trade_date,leaderboard_count,recent_event_count,confusion_subject_keys,generic_anchor_ratio,anchor_count,alias_generic_count,negative_terms_count,confusion_overlap_score,stock_pool_size,recent_heat_score,false_positive_risk,priority_score,generic_terms
9030409,AR眼镜,AR眼镜,技术产业链,industry_chain,strong,2026-05-15,2026-04-24,84,30,"[""9023110"", ""9040246"", ""9062130"", ""9040603"", ""9038540"", ""9022942"", ""9019349"", ""9064078""]",0.0,11,0,0,0.0465,84,0.779,0.1116,41.17,[]
9063053,CPU虚拟化,CPU虚拟化,技术平台与调度系统,industry_chain,weak,2026-05-15,2026-04-24,12,0,"[""9020631""]",0.0,2,0,0,0.05,12,0.0113,0.2625,41.03,[]
129,交通运输,交通运输,产业链/供应链与政策驱动复合型题材,industry_chain,strong,2026-05-15,2026-04-24,99,0,"[""9024980"", ""9061633"", ""9012443"", ""9057875"", ""9042073"", ""9010250"", ""54"", ""9064639""]",0.5,2,0,8,0.0769,99,0.0931,0.3942,40.98,"[""物流行业"", ""供应链行业""]"
9038226,马年概念,马年概念,技术突破,industry_chain,weak,2026-05-15,2026-04-24,38,0,[],0.0,2,0,0,0.0,38,0.0357,0.25,40.89,[]
9060591,2025年12月事件前瞻,2025年12月事件前瞻,技术应用与产业链融合,industry_chain,weak,2026-04-28,2026-04-24,112,21,"[""9034824"", ""9062213"", ""9045339"", ""9040224"", ""9056870"", ""9014193"", ""9065824"", ""9062497""]",0.0,5,0,8,0.0667,112,0.5953,0.0167,40.89,[]
9049638,益生菌,益生菌,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,13,0,"[""9035051"", ""9018618"", ""9016453"", ""9011456"", ""9010473"", ""9044821""]",0.0,2,0,0,0.0385,13,0.0122,0.2596,40.88,[]
9048533,中美互降关税,中美互降关税,技术突破,industry_chain,weak,2026-05-15,2026-04-24,81,0,"[""9031192"", ""9059704"", ""9031543"", ""9028878"", ""9064082"", ""9019349"", ""9010168"", ""9047508""]",0.25,3,0,0,0.0667,81,0.0762,0.2292,40.66,"[""轻工制造""]"
9023196,合成生物,合成生物,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,58,0,"[""9033525"", ""9025153"", ""9032010"", ""9014573""]",0.5,3,0,1,0.0455,58,0.0545,0.2364,40.55,"[""合成生物制造产业"", ""生物制造菌种计算设计"", ""合成生物制造技术创新中心""]"
9046092,中欧贸易,中欧贸易,国际物流与贸易通道,event_driven,weak,2026-05-15,2026-04-24,23,0,[],0.0,2,0,0,0.0,23,0.0216,0.25,40.54,[]
9048934,九天无人机航母,九天无人机航母,公司事件,event_driven,strong,2026-05-15,2026-04-24,14,0,"[""9049987"", ""9053030"", ""9030124""]",0.3333,2,0,0,0.0769,14,0.0132,0.4192,40.48,"[""陕西无人装备科技有限责任公司""]"
9058519,湖北三资改革,湖北三资改革,行业分类体系,industry_chain,weak,2026-05-15,2026-04-24,27,0,"[""9035559"", ""9060492"", ""9053522"", ""9044821"", ""9059201"", ""9054061"", ""9058119"", ""9065824""]",0.25,3,0,0,0.1333,27,0.0254,0.2458,40.38,"[""金融""]"
9043434,动作捕捉,动作捕捉,技术介绍,industry_chain,weak,2026-05-15,2026-04-24,13,0,[],0.0,2,0,0,0.0,13,0.0122,0.25,40.31,[]
9057722,机器人无线充电,机器人无线充电,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,12,0,[],0.0,2,0,0,0.0,12,0.0113,0.25,40.28,[]
9056982,国家大基金三期,国家大基金三期,技术突破,industry_chain,weak,2026-05-15,2026-04-24,11,0,[],0.0,2,0,0,0.0,11,0.0103,0.25,40.26,[]
9058190,蜜雪冰城鲜啤,蜜雪冰城鲜啤,产品定价与市场定位,event_driven,weak,2026-05-15,2026-04-24,10,0,[],0.0,1,0,0,0.0,10,0.0094,0.25,40.24,[]
9054580,ChatGPT 5,ChatGPT 5,技术合作与能力整合,industry_chain,weak,2026-05-15,2026-04-24,26,1,"[""9034859"", ""9060646"", ""9040224"", ""9062579"", ""9057858"", ""9040555"", ""9036191"", ""9053147""]",0.25,3,0,0,0.0857,26,0.0478,0.2339,40.23,"[""合作开发""]"
9021645,荣耀IPO,荣耀IPO,公司事件,event_driven,strong,2026-05-15,2026-04-24,19,0,"[""9033923""]",0.3333,2,0,0,0.0455,19,0.0179,0.4113,40.12,"[""荣耀终端有限公司""]"
9045339,脑机接口,脑机接口,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,52,0,"[""9062213"", ""9041906"", ""9034824"", ""9030037"", ""9060591""]",0.25,3,0,0,0.0769,52,0.0489,0.2317,40.12,"[""上游电极/芯片""]"
9025527,超聚变IPO,超聚变IPO,公司事件,event_driven,weak,2026-05-15,2026-04-24,20,0,"[""9059201"", ""9025515""]",0.25,3,0,0,0.1111,20,0.0188,0.2403,39.89,"[""河南国资与豫信电科合作""]"
9048752,麦角硫因,麦角硫因,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,21,0,"[""9049096"", ""9026444"", ""9049453"", ""9019349"", ""9017354"", ""9030013"", ""9028541"", ""9020631""]",0.2,4,0,0,0.2,21,0.0197,0.24,39.89,"[""产品""]"
9047066,淘宝,淘宝,公司业务优势,industry_chain,medium,2026-05-15,2026-04-24,52,0,"[""9057161"", ""9021093"", ""9018638"", ""9047274""]",0.5,2,0,3,0.0556,52,0.0489,0.3889,39.56,"[""供应链优势"", ""跨境物流服务""]"
9022312,AMC不良资产处理,AMC不良资产处理,政策法规,policy_driven,weak,2026-05-15,2026-04-24,13,0,"[""9010818"", ""9025348"", ""9033056"", ""9013718"", ""9015002""]",0.25,3,0,0,0.1,13,0.0122,0.2375,39.56,"[""国有资本投资运营公司""]"
9034920,东方头,东方头,行业分类体系,industry_chain,weak,2026-05-15,2026-04-24,31,0,"[""9021093"", ""1""]",0.25,3,0,0,0.0714,31,0.0292,0.2304,39.55,"[""金融""]"
9062846,台积电,台积电,公司事件,industry_chain,strong,2026-05-15,2026-04-24,15,0,[],0.3333,2,0,0,0.0,15,0.0141,0.4,39.35,"[""专业集成电路制造服务""]"
9047772,影石相机,影石相机,公司股权事件,event_driven,weak,2026-05-15,2026-04-24,11,1,"[""9065632"", ""9035874""]",0.25,3,0,0,0.0476,11,0.0337,0.2244,39.31,"[""公司""]"
9044048,美的机器人,美的机器人,公司战略投资事件,event_driven,weak,2026-05-15,2026-04-24,19,0,"[""9062142"", ""9036191"", ""9056783""]",0.25,3,0,0,0.0714,19,0.0179,0.2304,39.27,"[""美的参股库卡""]"
9059322,中国台资背景,中国台资背景,政策法规,policy_driven,weak,2026-05-15,2026-04-24,30,0,"[""9032516"", ""9026020"", ""9011446""]",0.25,3,0,0,0.0435,30,0.0282,0.2234,39.11,"[""中国台资公司""]"
9012396,新疆自贸区,新疆自贸区,政策驱动型经济发展战略,policy_driven,weak,2026-05-15,2026-04-24,43,0,"[""9035600"", ""9060492"", ""9053522"", ""9057642"", ""9034544"", ""9033292"", ""9014193"", ""9065824""]",0.1667,5,0,0,0.1429,43,0.0404,0.2107,38.65,"[""新质生产力""]"
9028694,高温,高温,气候异常事件,event_driven,weak,2026-05-15,2026-04-24,45,0,"[""9015535"", ""9062454"", ""9064386"", ""9059230"", ""9058119"", ""9034544"", ""9023579"", ""9026020""]",0.2,4,0,0,0.0741,45,0.0423,0.2085,38.57,"[""长江中下游地区""]"
9060250,日本九大核心企业,日本九大核心企业,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,85,0,"[""9033890"", ""9057151"", ""9064103"", ""9011398""]",0.1429,6,0,0,0.087,85,0.0799,0.186,38.16,"[""半导体制造""]"
9042007,农业新质生产力,农业新质生产力,技术应用与产业链,industry_chain,weak,2026-05-15,2026-04-24,37,0,"[""9059703"", ""9062517"", ""9022763""]",0.3333,4,1,8,0.05,37,0.0348,0.2025,38.02,"[""农业新质生产力"", ""种子生产""]"
9027624,中俄贸易,中俄贸易,国际政策与基建合作,policy_driven,weak,2026-05-15,2026-04-24,20,0,"[""9060492"", ""9053522"", ""9011782"", ""9027140"", ""9035600"", ""9054061"", ""9058519"", ""9034544""]",0.1667,5,0,0,0.125,20,0.0188,0.2063,37.85,"[""物流""]"
9033056,化债,化债,政策驱动债务化解,policy_driven,weak,2026-05-15,2026-04-24,60,0,"[""9022312"", ""9013718""]",0.1667,5,0,0,0.0455,60,0.0564,0.1864,37.59,"[""城投公司""]"
9056783,甲骨文,甲骨文,商业合作关系,industry_chain,weak,2026-05-15,2026-04-24,14,0,"[""9044048"", ""9059230"", ""9062142"", ""9062339"", ""9026020"", ""9036191"", ""9034811"", ""9056319""]",0.2,4,0,0,0.0526,14,0.0132,0.2032,37.52,"[""合作伙伴""]"
9064363,2026年3月事件前瞻,2026年3月事件前瞻,技术突破,industry_chain,weak,2026-05-15,2026-04-24,89,0,"[""9059628"", ""9018348"", ""9063691"", ""9014072""]",0.0,2,0,8,0.0909,89,0.0837,0.1727,37.45,[]
9013718,房地产,房地产,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,129,0,"[""9016149"", ""9027861"", ""9060492"", ""9014383"", ""9022312"", ""9018638"", ""9024042"", ""9059277""]",0.0,6,0,0,0.1739,129,0.1213,0.1435,36.64,[]
9062579,多智能体系统（MAS）,多智能体系统（MAS）,技术突破,industry_chain,weak,2026-05-15,2026-04-24,35,0,"[""9043089"", ""9050371"", ""9034859"", ""9054580"", ""9037499"", ""9062516""]",0.0,10,0,0,0.3182,35,0.0329,0.1795,36.59,[]
9043089,AI智能体Manus,AI智能体Manus,技术融资与供应链预期,event_driven,weak,2026-05-15,2026-04-24,27,0,"[""9062579"", ""9050371"", ""9034859"", ""9054580"", ""9037499"", ""9062516""]",0.0,11,0,0,0.3182,27,0.0254,0.1795,36.4,[]
9057299,英特尔,英特尔,产业链/供应链,industry_chain,weak,2026-04-24,2026-04-24,25,0,"[""9057858"", ""9059704"", ""9011277"", ""9013944"", ""9034134"", ""9063011""]",0.3333,4,0,2,0.08,50,0.047,0.17,36.38,"[""上游供货商"", ""下游客户""]"
9012443,中特估,中特估,政策驱动型估值体系改革,policy_driven,medium,2026-05-15,2026-04-24,147,0,"[""9051535"", ""9012785"", ""9059230"", ""9053538"", ""9058119"", ""9016149"", ""9013055"", ""9046036""]",0.4,3,0,0,0.0667,147,0.1382,0.2967,36.26,"[""央国企"", ""中央企业控股上市公司""]"
9026027,量子技术,量子技术,技术突破与产业链,industry_chain,weak,2026-05-15,2026-04-24,34,0,"[""9035331"", ""9058922"", ""9012396"", ""9057999"", ""9033890"", ""9062084""]",0.0,7,0,0,0.2857,34,0.032,0.1714,36.08,[]
9022509,AIPC,AIPC,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,24,0,"[""9050371"", ""9019349"", ""9020631"", ""9023110""]",0.0,2,0,6,0.0909,24,0.0226,0.1727,35.93,[]
9063716,春节AI大战,春节AI大战,技术突破与产业应用,industry_chain,weak,2026-04-15,2026-04-15,49,0,"[""9062682"", ""9041212"", ""9063449"", ""9020414""]",0.0,4,0,0,0.1364,98,0.0922,0.1341,35.35,[]
9038627,线下消费场景,线下消费场景,零售业态分类,industry_chain,weak,2026-05-15,2026-04-24,85,0,"[""9040603"", ""9054061"", ""9037730"", ""9031543"", ""9056580"", ""9051906"", ""9033890"", ""9017262""]",0.0,7,0,0,0.1429,85,0.0799,0.1357,35.14,[]
9064086,美伊冲突,美伊冲突,贵金属资源,industry_chain,weak,2026-05-15,2026-04-24,94,0,"[""9018216"", ""9022846"", ""9010270"", ""9038372"", ""9011768"", ""9063449"", ""9061453"", ""9012065""]",0.0,4,0,0,0.125,94,0.0884,0.1313,35.09,[]
9012785,电力设备,电力设备,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,99,0,"[""9059230"", ""9053538"", ""9012443"", ""9051535""]",0.0,4,0,0,0.1111,99,0.0931,0.1278,35.0,[]
9014383,零售业,零售业,政策驱动消费事件,policy_driven,weak,2026-05-15,2026-04-24,46,0,"[""9016149"", ""9024042"", ""9013718"", ""9061633"", ""9056167"", ""9030732"", ""9049453"", ""9059391""]",0.0,4,0,0,0.1905,46,0.0433,0.1476,34.94,[]
9016453,食品饮料,食品饮料,消费品类,industry_chain,weak,2026-05-15,2026-04-24,96,0,"[""9044224"", ""9017262"", ""9058119"", ""9049638"", ""9018618"", ""9010473"", ""9044821"", ""9031423""]",0.0,4,0,0,0.1111,96,0.0903,0.1278,34.93,[]
9033292,国家战略腹地,国家战略腹地,地域文化事件,event_driven,weak,2026-05-15,2026-04-24,68,0,"[""9065354"", ""9034544"", ""9011768"", ""9035600"", ""9060492"", ""9053522"", ""9022363"", ""9012396""]",0.0,3,0,0,0.1538,68,0.0639,0.1385,34.91,[]
9038540,AR眼镜四大品牌,AR眼镜四大品牌,消费电子产品品牌,event_driven,weak,2026-05-15,2026-04-24,29,4,"[""9056167"", ""9051906"", ""9030409""]",0.0,5,0,0,0.0556,29,0.1206,0.1139,34.85,[]
9059201,四大科技独角兽IPO,四大科技独角兽IPO,公司事件,event_driven,weak,2026-05-15,2026-04-24,57,0,"[""9059060"", ""9025527"", ""9058519"", ""9065105"", ""9062497"", ""9021093"", ""9046381"", ""9013944""]",0.0,5,0,0,0.1667,57,0.0536,0.1417,34.84,[]
9061871,2026年1月事件前瞻,2026年1月事件前瞻,国际突发地缘政治事件,event_driven,weak,2026-05-15,2026-04-24,126,0,"[""9018638"", ""9023826""]",0.0,3,0,0,0.0588,126,0.1185,0.1147,34.84,[]
9032010,大型央企,大型央企,国有企业集团,industry_chain,weak,2026-05-15,2026-04-24,217,0,"[""9062454"", ""9064386"", ""9064086"", ""9059230"", ""9064502"", ""9040224"", ""9058119"", ""9034544""]",0.1429,6,0,5,0.0476,217,0.2041,0.0762,34.67,"[""中国物流集团""]"
9017278,数字货币,数字货币,技术应用与安全保护,industry_chain,weak,2026-05-15,2026-04-24,67,0,"[""9049788"", ""9027100"", ""9052849"", ""9047274"", ""9032675"", ""9051825""]",0.0,7,0,0,0.1333,67,0.063,0.1333,34.57,[]
9047274,跨境贸易三大支柱,跨境贸易三大支柱,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,79,0,"[""9027100"", ""9021093"", ""9047066"", ""9018638"", ""9011782"", ""9037038"", ""9032675"", ""9017278""]",0.25,3,0,4,0.0645,79,0.0743,0.1286,34.57,"[""跨境物流""]"
9027140,西部大开发,西部大开发,区域发展战略,policy_driven,weak,2026-05-15,2026-04-24,71,0,"[""9060492"", ""9053522"", ""9014720"", ""9027624"", ""9011782"", ""9015543"", ""9035600"", ""9054061""]",0.0,4,0,0,0.125,71,0.0668,0.1313,34.55,[]
9065423,Token经济（词元经济）,Token经济（词元经济）,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,97,0,"[""9041842"", ""9028660"", ""9062454"", ""9062339"", ""9064082"", ""9056319"", ""9041790"", ""9022152""]",0.0,9,0,0,0.0769,97,0.0912,0.1192,34.43,[]
9054992,机器人轻量化,机器人轻量化,技术突破与材料应用,industry_chain,weak,2026-05-15,2026-04-24,64,0,"[""9036026"", ""9039983"", ""9061860"", ""9043287"", ""9064286"", ""9035538"", ""9022813"", ""9054145""]",0.0,7,0,0,0.125,64,0.0602,0.1313,34.38,[]
9036888,央企市值管理,央企市值管理,公司财务与治理事件,event_driven,weak,2026-05-15,2026-04-24,88,0,"[""9010818"", ""9057205"", ""9062416"", ""9020774"", ""9033890""]",0.0,4,0,0,0.087,88,0.0828,0.1217,34.37,[]
9016149,国资云,国资云,地理行政区域,event_driven,weak,2026-05-15,2026-04-24,19,0,"[""9014383"", ""9013718"", ""9060492"", ""9041842"", ""9040117"", ""9024042"", ""9012443"", ""9035109""]",0.0,3,0,0,0.1905,19,0.0179,0.1476,34.3,[]
9024042,全国文旅,全国文旅,地理行政区域,event_driven,weak,2026-05-15,2026-04-24,60,0,"[""9014383"", ""9016149"", ""9059391"", ""9059277"", ""9013718"", ""9058770""]",0.0,5,0,0,0.125,60,0.0564,0.1313,34.29,[]
9012538,VR,VR,技术突破,industry_chain,weak,2026-05-15,2026-04-24,12,0,"[""9022942"", ""9040603"", ""9036191"", ""9031543"", ""9011436"", ""9015387"", ""9023556""]",0.2,4,1,8,0.0769,12,0.0113,0.1492,34.23,"[""VR""]"
9010250,建筑,建筑,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,63,0,"[""9024980"", ""129"", ""9052240"", ""9011981""]",0.0,4,0,0,0.1154,63,0.0592,0.1288,34.21,[]
9064386,HALO核心,HALO核心,基础设施建设与投资,policy_driven,weak,2026-05-15,2026-04-24,71,0,"[""9062454"", ""9059230"", ""9058119"", ""9034544"", ""9023579"", ""9028694"", ""9052240"", ""9032010""]",0.0,5,0,0,0.1,71,0.0668,0.125,34.17,[]
9023826,三胎,三胎,消费细分领域,industry_chain,weak,2026-05-15,2026-04-24,65,0,"[""9054096"", ""9013989"", ""9061871"", ""9046625"", ""9030019"", ""9024980"", ""9056088"", ""9054487""]",0.0,6,0,0,0.1071,65,0.0611,0.1268,34.14,[]
9062339,2025年报预增,2025年报预增,技术驱动与市场供需变化,industry_chain,weak,2026-05-15,2026-04-24,55,0,"[""9056319"", ""9055600"", ""9041790"", ""9055378"", ""9014001"", ""9016139"", ""9062454"", ""9065256""]",0.0,5,0,0,0.12,55,0.0517,0.13,34.09,[]
9056167,2025年9月事件前瞻,2025年9月事件前瞻,消费电子产品,event_driven,weak,2026-04-27,2026-04-24,60,0,"[""9053522"", ""9049453"", ""9038540"", ""9014383"", ""9028541"", ""9040800""]",0.0,3,0,0,0.1111,60,0.0564,0.1278,34.08,[]
9017846,算力租赁,算力租赁,技术基础设施与政策规划,policy_driven,weak,2026-05-15,2026-04-24,66,0,"[""140"", ""9049688"", ""9054118""]",0.0,3,0,0,0.0588,92,0.0865,0.1147,34.05,[]
9062682,AI应用十大巨头,AI应用十大巨头,技术突破与产业竞争,industry_chain,weak,2026-05-15,2026-04-24,42,0,"[""9063716"", ""9041212"", ""9059825"", ""9063449"", ""9039979"", ""9025934"", ""9056553"", ""9025918""]",0.0,7,0,0,0.1364,42,0.0395,0.1341,34.03,[]
9017093,核电,核电,技术突破,industry_chain,weak,2026-05-15,2026-04-24,80,0,"[""9059118"", ""9050919"", ""9017950"", ""9013416"", ""9062084""]",0.0,6,0,0,0.0667,80,0.0752,0.1167,33.88,[]
9054208,中国科技独角兽,中国科技独角兽,产业巨头分类,industry_chain,weak,2026-05-15,2026-04-24,121,0,[],0.0,5,0,0,0.0,121,0.1138,0.1,33.84,[]
9057642,2025年10月事件前瞻,2025年10月事件前瞻,政策法规,policy_driven,weak,2026-05-15,2026-04-24,86,0,"[""9012396"", ""9034811"", ""9022580"", ""9058196""]",0.0,3,0,0,0.0526,86,0.0809,0.1132,33.81,[]
9035109,可信数据空间,可信数据空间,政策法规与产业融合,policy_driven,weak,2026-05-15,2026-04-24,44,0,"[""9052924"", ""9016254"", ""9041842"", ""9040117"", ""9016149"", ""9022363"", ""9020414"", ""9014001""]",0.0,5,0,0,0.1176,44,0.0414,0.1294,33.8,[]
9019060,新型工业化,新型工业化,技术应用与产业升级,industry_chain,weak,2026-05-15,2026-04-24,84,0,"[""9011526"", ""9031192"", ""9017397"", ""9031342"", ""9024589"", ""9063531"", ""9064513"", ""9030744""]",0.0,7,0,0,0.0556,83,0.0781,0.1139,33.79,[]
9053538,水电站设备,水电站设备,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,54,0,"[""9012785"", ""9059230"", ""9012443"", ""9043683"", ""9051535""]",0.0,4,0,0,0.1,54,0.0508,0.125,33.77,[]
9049017,犒赏经济,犒赏经济,消费细分领域,event_driven,weak,2026-05-15,2026-04-24,95,0,"[""9031196""]",0.0,5,0,0,0.0357,95,0.0893,0.1089,33.77,[]
9040117,云服务,云服务,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,53,0,"[""9041842"", ""9016149"", ""9035109""]",0.0,4,0,0,0.1,53,0.0498,0.125,33.75,[]
9063449,2026年2月事件前瞻,2026年2月事件前瞻,题材分类与本体构建,event_driven,weak,2026-05-15,2026-04-24,70,0,"[""9041212"", ""9027861"", ""9018216"", ""9064086"", ""9063716"", ""9061633"", ""9040224"", ""9063417""]",0.0,4,0,0,0.0714,70,0.0658,0.1179,33.72,[]
9017774,养殖业,养殖业,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,51,0,"[""9044724"", ""9055879"", ""9050659"", ""79""]",0.0,4,0,0,0.1053,48,0.0451,0.1263,33.71,[]
9060389,广东,广东,政策驱动型改革,policy_driven,weak,2026-05-15,2026-04-24,84,0,"[""9050659"", ""9033923""]",0.0,4,0,0,0.0476,84,0.079,0.1119,33.69,[]
9023708,银发经济,银发经济,政策法规,policy_driven,weak,2026-05-15,2026-04-24,60,0,"[""9030019""]",0.0,4,0,0,0.0833,60,0.0564,0.1208,33.66,[]
9065354,雄安新区,雄安新区,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,14,0,"[""9033292"", ""9034544"", ""9011768"", ""9052240"", ""9054404"", ""9043063"", ""9030744"", ""9023919""]",0.0,3,0,0,0.1538,14,0.0132,0.1385,33.64,[]
9054096,免费学前教育,免费学前教育,政策驱动类社会民生事件,policy_driven,weak,2026-05-15,2026-04-24,42,0,"[""9023826"", ""9013989"", ""9030019"", ""9024980"", ""9056088"", ""9050942""]",0.0,3,0,0,0.1071,42,0.0395,0.1268,33.6,[]
9030805,华为三折叠屏手机,华为三折叠屏手机,技术突破与材料创新,industry_chain,weak,2026-05-15,2026-04-24,51,0,"[""9033215"", ""9034957"", ""9033434"", ""9025515"", ""9044844"", ""9031543"", ""9034824"", ""9056580""]",0.0,6,0,0,0.0909,51,0.048,0.1227,33.56,[]
9033890,科技类重组,科技类重组,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,51,0,"[""9060250"", ""9058922"", ""9065824"", ""9036888"", ""9020774"", ""9041906"", ""9012443"", ""9012396""]",0.0,4,0,0,0.087,51,0.048,0.1217,33.5,[]
9039979,DeepSeek,DeepSeek,题材本体生成,event_driven,weak,2026-05-15,2026-04-24,68,0,"[""9062454"", ""9044802"", ""9062682""]",0.0,5,0,0,0.0588,67,0.063,0.1147,33.46,[]
9059230,美国缺电,美国缺电,能源基础设施,industry_chain,weak,2026-05-15,2026-04-24,58,0,"[""9012785"", ""9062454"", ""9064386"", ""9053538"", ""9058119"", ""9034544"", ""9023579"", ""9028694""]",0.2,4,0,6,0.1111,58,0.0545,0.1178,33.43,"[""电力生产""]"
9052924,上海稳定币,上海稳定币,技术应用与产业生态,industry_chain,weak,2026-05-15,2026-04-24,26,0,"[""9035109""]",0.0,3,0,0,0.1176,26,0.0245,0.1294,33.38,[]
9064422,各国资源断供速查,各国资源断供速查,国际突发地缘政治事件,event_driven,weak,2026-05-15,2026-04-24,40,0,"[""1"", ""9016356"", ""9045606""]",0.0,3,0,0,0.0952,40,0.0376,0.1238,33.37,[]
9035716,出口管制,出口管制,政策法规,policy_driven,strong,2026-05-15,2026-04-24,79,0,"[""9010367"", ""9059919"", ""9064170"", ""9010168"", ""9056615"", ""9045298"", ""9035101"", ""9058770""]",0.0,2,0,0,0.0952,79,0.0743,0.2738,33.29,[]
9030019,人口发展与服务体系,人口发展与服务体系,政策法规,policy_driven,weak,2026-05-15,2026-04-24,44,0,"[""9023708"", ""9013989"", ""9054096"", ""9024980"", ""9023826"", ""9056088"", ""9050942""]",0.0,3,0,0,0.0833,44,0.0414,0.1208,33.28,[]
9060646,努比亚手机,努比亚手机,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,60,0,"[""9065262"", ""9054580"", ""9034188"", ""9022763"", ""9012413"", ""9014648""]",0.0,3,0,0,0.0556,60,0.0564,0.1139,33.24,[]
9064082,电子布Low-DK,电子布Low-DK,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,7,0,"[""9058762"", ""9047087"", ""9031192"", ""9028878"", ""9064983"", ""9047508"", ""9018144"", ""9048533""]",0.0,7,0,0,0.1379,7,0.0066,0.1345,33.23,[]
9063703,电子材料涨价,电子材料涨价,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,59,0,"[""9064082"", ""9064110"", ""9030744"", ""9058762"", ""9064230"", ""9032828"", ""9018144""]",0.0,4,0,0,0.0526,60,0.0564,0.1132,33.2,[]
9063236,OpenClaw,OpenClaw,技术应用与部署服务,industry_chain,weak,2026-05-15,2026-04-24,93,0,[],0.0,3,0,0,0.0,93,0.0875,0.1,33.19,[]
9023579,高股息概念,高股息概念,未知题材,event_driven,weak,2026-04-20,2026-04-20,24,0,"[""9062454"", ""9064386"", ""9059230"", ""9058119"", ""9034544"", ""9065110"", ""9028694"", ""9052240""]",0.0,3,0,0,0.0667,48,0.0451,0.1167,33.13,[]
9022846,海运,海运,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,26,0,"[""9064086""]",0.0,3,0,0,0.1,26,0.0245,0.125,33.11,[]
9057999,三季报业绩,三季报业绩,技术突破,industry_chain,weak,2026-05-15,2026-04-24,58,0,"[""9058922"", ""9020124"", ""9033890"", ""9017116"", ""9064513"", ""9026027"", ""9062084"", ""9047087""]",0.0,5,0,0,0.05,58,0.0545,0.1125,33.11,[]
9044724,鸡,鸡,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,22,0,"[""9017774""]",0.0,5,0,0,0.1053,22,0.0207,0.1263,33.1,[]
9058002,贸易壁垒四大防御板块,贸易壁垒四大防御板块,国际突发地缘政治事件,event_driven,weak,2026-05-15,2026-04-24,89,0,[],0.0,3,0,0,0.0,89,0.0837,0.1,33.09,[]
9041790,阿里云,阿里云,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,38,0,"[""9062339"", ""9056319"", ""9014001"", ""9041968"", ""9016139"", ""9064103"", ""9059230"", ""9057161""]",0.0,4,0,0,0.0769,38,0.0357,0.1192,33.05,[]
9058922,量子科技五大企业,量子科技五大企业,技术突破,industry_chain,weak,2026-05-15,2026-04-24,31,0,"[""9026027"", ""9035331"", ""9057999"", ""9033890"", ""9062084""]",0.0,7,0,0,0.087,31,0.0292,0.1217,33.03,[]
9052133,科技三大IPO,科技三大IPO,公司事件,event_driven,weak,2026-05-15,2026-04-24,62,0,"[""9029238"", ""9060591""]",0.0,4,0,0,0.0385,62,0.0583,0.1096,33.03,[]
9055339,固体氧化物燃料电池,固体氧化物燃料电池,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,21,0,"[""9035101""]",0.0,4,0,0,0.1,21,0.0197,0.125,32.99,[]
9056580,2025华为全联接大会,2025华为全联接大会,技术突破与生态构建,industry_chain,weak,2026-05-15,2026-04-24,39,0,"[""9059704"", ""9035185"", ""9031185"", ""9039983"", ""9062497"", ""9040603"", ""9031192"", ""9025515""]",0.0,5,0,0,0.0714,39,0.0367,0.1179,32.99,[]
9020774,券商重组预期,券商重组预期,公司事件,event_driven,weak,2026-05-15,2026-04-24,54,0,"[""9036888"", ""9065110"", ""9010818"", ""9033890""]",0.0,4,0,0,0.0455,54,0.0508,0.1114,32.95,[]
9032516,中国资源循环集团,中国资源循环集团,政策驱动型产业重组,policy_driven,weak,2026-05-15,2026-04-24,37,0,"[""9012508"", ""9016691"", ""9010270"", ""9059322"", ""9011768"", ""9026020"", ""9064956"", ""9027969""]",0.0,3,0,0,0.0714,37,0.0348,0.1179,32.94,[]
9027531,原料药,原料药,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,45,0,"[""9065217"", ""79""]",0.0,6,0,0,0.0588,45,0.0423,0.1147,32.94,[]
